,Name,Special,Preferred Foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Stamina,Long Shots,Aggression,Interceptions,Positioning,Penalties,Standing Tackle,Sliding Tackle
16060,Beom Kyung Choi,1548,1,43.0,58.0,43.0,66.0,44.0,59.0,58.0,56.0,59.0,58.0,62.0,51.0,53.0,57.0,57.0,53.0,44.0,51.0,43.0,35.0,42.0
16061,Bowei Ding,881,1,12.0,6.0,11.0,16.0,8.0,5.0,14.0,13.0,21.0,10.0,28.0,28.0,28.0,45.0,9.0,22.0,7.0,7.0,17.0,14.0,13.0
16062,Chu Wang,1419,1,49.0,30.0,36.0,68.0,37.0,51.0,42.0,37.0,64.0,54.0,74.0,67.0,62.0,64.0,31.0,44.0,20.0,52.0,45.0,41.0,47.0
16063,Connor Krempicki,1710,1,42.0,54.0,44.0,67.0,48.0,61.0,51.0,41.0,61.0,64.0,68.0,65.0,77.0,87.0,52.0,64.0,58.0,48.0,50.0,63.0,51.0
16064,Felix Chenkam,1404,1,28.0,57.0,48.0,51.0,49.0,56.0,41.0,32.0,35.0,53.0,77.0,77.0,62.0,52.0,54.0,39.0,21.0,53.0,53.0,19.0,14.0
16065,Florian Rieder,1774,1,64.0,48.0,31.0,66.0,48.0,66.0,57.0,56.0,62.0,64.0,71.0,75.0,75.0,84.0,53.0,68.0,58.0,58.0,35.0,63.0,59.0
16066,Francesc Regis Crespí,1496,1,60.0,66.0,65.0,58.0,63.0,63.0,35.0,46.0,32.0,61.0,67.0,63.0,65.0,47.0,62.0,32.0,11.0,59.0,59.0,19.0,17.0
16067,Francisco Barbosa Vieites,955,1,11.0,6.0,11.0,24.0,7.0,12.0,14.0,10.0,22.0,14.0,16.0,22.0,32.0,27.0,9.0,28.0,14.0,6.0,11.0,14.0,14.0
16068,Franco Godoy,1417,1,29.0,25.0,59.0,57.0,34.0,43.0,35.0,34.0,45.0,55.0,53.0,50.0,52.0,54.0,23.0,69.0,61.0,37.0,41.0,61.0,61.0
16069,Georgios Siadas,1439,0,57.0,29.0,49.0,57.0,30.0,53.0,37.0,31.0,42.0,52.0,66.0,63.0,57.0,60.0,25.0,49.0,56.0,42.0,35.0,59.0,61.0
16070,Gianluca Simeone,1496,1,38.0,65.0,65.0,50.0,44.0,53.0,42.0,38.0,41.0,57.0,62.0,55.0,65.0,67.0,59.0,35.0,25.0,61.0,66.0,25.0,23.0
16071,Guillermo Tegue,1289,1,29.0,20.0,55.0,37.0,25.0,39.0,28.0,29.0,31.0,40.0,52.0,61.0,46.0,58.0,25.0,53.0,55.0,26.0,37.0,60.0,55.0
16072,Hasan Ayaroğlu,1510,0,57.0,42.0,47.0,68.0,51.0,61.0,58.0,46.0,74.0,64.0,45.0,58.0,45.0,34.0,45.0,47.0,27.0,60.0,60.0,51.0,56.0
16073,Iván Ibáñez,1333,1,36.0,62.0,48.0,44.0,38.0,55.0,33.0,34.0,32.0,51.0,65.0,65.0,64.0,60.0,42.0,31.0,16.0,59.0,57.0,15.0,18.0
16074,Jan Kronig,1331,0,30.0,26.0,55.0,45.0,24.0,35.0,30.0,28.0,38.0,40.0,63.0,64.0,53.0,59.0,25.0,46.0,53.0,26.0,41.0,60.0,57.0
16075,Jeisson Martínez,1644,1,61.0,65.0,61.0,64.0,62.0,71.0,67.0,21.0,62.0,69.0,65.14803493449782,79.0,77.0,63.02548676438416,59.0,46.0,24.0,63.0,57.0,17.0,19.0
16076,Johannes Dörfler,1584,1,56.0,54.0,49.0,57.0,42.0,61.0,39.0,37.0,50.0,60.0,78.0,85.0,68.0,68.0,42.0,60.0,33.0,57.0,43.0,42.0,36.0
16077,Joon Beom Kim,1510,1,45.0,41.0,48.0,62.0,27.0,61.0,41.0,38.0,61.0,60.0,76.0,68.0,60.0,70.0,40.0,60.0,48.0,61.0,35.0,50.0,40.0
16078,Júlio César de Freitas Filho,1480,1,38.0,31.0,70.0,55.0,33.0,44.0,38.0,31.0,44.0,54.0,33.0,49.0,39.0,68.0,35.0,79.0,67.0,27.0,44.0,71.0,65.0
16079,Kerim Memija,1587,1,63.0,34.0,39.0,59.0,31.0,62.0,38.0,35.0,54.0,64.0,78.0,79.0,69.0,69.0,40.0,56.0,57.0,49.0,37.0,62.0,59.0
16080,Lewis Thompson,1480,0,62.0,39.0,52.0,48.0,24.0,53.0,32.0,32.0,43.0,52.0,78.0,74.0,63.0,62.0,34.0,59.0,48.0,51.0,31.0,59.0,59.0
16081,Lukas Fadinger,1507,1,44.0,48.0,35.0,57.0,42.0,65.0,49.0,46.0,55.0,64.0,65.0,68.0,74.0,31.0,56.0,37.0,24.0,55.0,51.0,32.0,41.0
16082,Lukas Malicsek,1567,1,41.0,31.0,57.0,63.0,37.0,48.0,33.0,37.0,45.0,58.0,65.0,68.0,69.0,67.0,48.0,70.0,60.0,31.0,43.0,61.0,62.0
16084,Marcelo de Freitas Costa,1793,1,60.0,58.0,57.0,66.0,59.0,66.0,64.0,63.0,63.0,68.0,55.0,59.0,72.0,85.0,65.0,66.0,49.0,59.0,61.0,55.0,47.0
16085,Michael Nottingham,1360,1,49.0,20.0,61.0,53.0,23.0,53.0,27.0,23.0,36.0,55.0,52.0,54.0,44.0,64.0,20.0,55.0,60.0,25.0,32.0,62.0,61.0
16086,Miquel Scarlett,1357,1,50.0,18.0,35.0,35.0,26.0,45.0,51.0,28.0,26.0,41.0,78.0,84.0,60.0,69.0,22.0,64.0,49.0,57.0,31.0,48.0,45.0
16087,Niklas Heidemann,1602,0,66.0,38.0,55.0,55.0,37.0,58.0,41.0,36.0,54.0,50.0,74.0,74.0,61.0,80.0,39.0,61.0,62.0,37.0,42.0,59.0,58.0
16088,Oliver Klitten,1382,1,54.0,52.0,53.0,53.0,35.0,56.0,40.0,28.0,47.0,58.0,71.0,68.0,63.0,47.0,44.0,42.0,19.0,55.0,62.0,18.0,19.0
16089,Omran Haydary,1561,1,58.0,66.0,35.0,58.0,62.0,68.0,51.0,47.0,43.0,63.0,83.0,82.0,90.0,54.0,43.0,32.0,20.0,62.0,62.0,33.0,35.0
16090,Ousmane Kanté,1516,1,39.0,33.0,71.0,58.0,28.0,51.0,47.0,30.0,46.0,55.0,38.0,44.0,46.0,72.0,31.0,72.0,68.0,43.0,40.0,67.0,68.0
16091,Pablo Martínez Andrés,1652,1,48.0,46.0,56.0,72.0,46.0,59.0,54.0,58.0,71.0,61.0,60.0,64.0,54.0,51.0,48.0,52.0,56.0,57.0,58.0,57.0,54.0
16092,Paris Adot Barandiaran,1827,0,68.0,60.0,55.0,64.0,30.0,61.0,63.0,60.0,58.0,67.0,77.0,74.0,70.0,84.0,54.0,75.0,64.0,62.0,44.0,65.0,67.0
16093,Robin Mantel,830,1,10.0,9.0,10.0,22.0,5.0,7.0,12.0,14.0,25.0,19.0,24.0,24.0,37.0,17.0,5.0,22.0,12.0,7.0,16.0,13.0,12.0
16094,Rodolfo Amaral Cardoso,992,1,10.0,8.0,11.0,17.0,8.0,9.0,10.0,13.0,22.0,12.0,21.0,31.0,60.0,24.0,8.0,23.0,10.0,8.0,10.0,13.0,11.0
16095,Ryan Corrigan,1300,0,38.0,25.0,36.0,34.0,25.0,52.0,27.0,32.0,28.0,32.0,68.0,70.0,52.0,71.0,26.0,51.0,46.0,49.0,39.0,54.0,50.0
16096,Ryan Telfer,1621,0,59.0,49.0,50.0,56.0,51.0,59.0,55.0,32.0,50.0,57.0,81.0,80.0,69.0,62.0,41.0,64.0,46.0,53.0,54.0,57.0,53.0
16097,Sam Barratt,1514,0,63.0,53.0,57.0,59.0,40.0,62.0,44.0,52.0,54.0,60.0,73.0,72.0,66.0,67.0,50.0,48.0,22.0,54.0,53.0,29.0,28.0
16098,Samuel Brolin,879,1,16.0,7.0,23.0,19.0,5.0,9.0,14.0,10.0,13.0,16.0,20.0,31.0,22.0,25.0,11.0,20.0,18.0,3.0,18.0,12.0,8.0
16099,Samuele Mulattieri,1333,1,45.0,42.0,34.0,44.0,48.0,55.0,51.0,47.0,47.0,61.0,55.0,65.0,51.0,34.0,35.0,40.0,25.0,38.0,47.0,31.0,35.0
16100,Santiago González,1565,1,58.0,54.0,40.0,61.0,53.0,66.0,60.0,49.0,57.0,65.0,73.0,69.0,70.0,60.0,41.0,44.0,23.0,62.0,51.0,39.0,42.0
16101,Scott Pittman,1812,1,51.0,65.0,64.0,67.0,53.0,71.0,61.0,60.0,63.0,68.0,78.0,75.0,70.0,85.0,62.0,50.0,59.0,58.0,66.0,56.0,53.0
16102,Sean Whaler,1280,1,47.0,46.0,29.0,46.0,40.0,46.0,48.0,49.0,42.0,53.0,67.0,63.0,60.0,45.0,40.0,29.0,24.0,46.0,47.0,26.0,27.0
16103,Sebastián Valenzuela,1324,1,34.0,58.0,40.0,44.0,45.0,57.0,48.0,29.0,33.0,50.0,67.0,55.0,59.0,57.0,45.0,27.0,17.0,58.0,58.0,11.0,15.0
16104,Shane Griffin,1391,1,35.0,36.0,40.0,54.0,36.0,48.0,36.0,30.0,53.0,52.0,60.0,51.0,55.0,64.0,45.0,51.0,48.0,47.0,35.0,49.0,48.0
16105,Shangkun Teng,885,1,10.0,8.0,13.0,27.0,5.0,13.0,14.0,12.0,18.0,19.0,20.0,31.0,29.0,45.0,6.0,19.0,7.0,5.0,17.0,10.0,13.0
16106,Sinclair Baddy Dega,1391,1,31.0,30.0,52.0,53.0,30.0,45.0,24.0,24.0,49.0,47.0,68.0,66.0,55.0,60.0,36.0,50.0,54.0,30.0,37.0,56.0,56.0
16107,Stephane Acka,1530,1,35.0,32.0,62.0,58.0,38.0,36.0,28.0,30.0,43.0,42.0,59.0,61.0,54.0,72.0,46.0,75.0,61.0,34.0,52.0,65.0,64.0
16108,Stéphane Lambèse,1567,1,62.0,29.0,45.0,59.0,36.0,56.0,57.0,38.0,41.0,58.0,81.0,74.0,73.0,62.0,28.0,55.0,56.0,46.0,35.0,68.0,64.0
16109,Thomas Callens,839,0,10.0,9.0,11.0,15.0,9.0,6.0,10.0,12.0,28.0,18.0,15.0,19.0,35.0,18.0,9.0,26.0,13.0,8.0,16.0,11.0,10.0
16110,Tobias Mølgaard,1655,1,59.0,42.0,54.0,56.0,40.0,64.0,44.0,35.0,52.0,63.0,77.0,77.0,74.0,72.0,38.0,56.0,57.0,55.0,40.0,61.0,58.0
16111,Vladis Emmersón,1338,1,25.0,24.0,64.0,58.0,28.0,38.0,22.0,24.0,52.0,50.0,53.0,55.0,42.0,59.0,21.0,64.0,59.0,29.0,30.0,62.0,58.0
16112,Wang Zhen'ao,1292,1,50.0,44.0,32.0,44.0,38.0,53.0,43.0,33.0,36.0,52.0,73.0,72.0,77.0,42.0,34.0,29.0,20.0,55.0,38.0,24.0,24.0
16113,Williams Alarcón,1664,1,57.0,55.0,48.0,64.0,36.0,70.0,51.0,48.0,59.0,65.0,64.0,64.0,71.0,65.0,58.0,59.0,47.0,56.0,50.0,49.0,45.0
16114,Xianjun Wang,1448,1,33.0,34.0,40.0,62.0,34.0,42.0,31.0,32.0,40.0,51.0,63.0,69.0,71.0,49.0,32.0,78.0,58.0,37.0,39.0,56.0,47.0
16115,Aaron Herrera,1610,1,60.0,31.0,57.0,58.0,33.0,64.0,48.0,43.0,53.0,60.0,71.0,67.0,64.0,69.0,28.0,66.0,64.0,54.0,42.0,67.0,65.0
16116,Abdulrahman Ghareeb,1505,1,57.0,57.0,46.0,56.0,48.0,65.0,49.0,29.0,48.0,62.0,82.0,81.0,84.0,56.0,57.0,31.0,13.0,58.0,59.0,15.0,10.0
16117,Agustín Aleo,1595,0,61.0,39.0,50.0,54.0,42.0,63.0,49.0,35.0,45.0,64.0,69.0,70.0,66.0,68.0,45.0,55.0,58.0,55.0,43.0,60.0,64.0
16118,Agustín Heredia,1301,1,29.0,29.0,56.0,45.0,31.0,28.0,33.0,31.0,32.0,42.0,52.0,53.0,39.0,52.0,26.0,53.0,60.0,32.0,39.0,68.0,67.0
16119,Alejandro Robles García,1672,1,69.0,39.0,65.0,68.0,55.0,59.0,63.0,37.0,59.0,68.0,68.0,58.0,64.0,62.0,47.0,51.0,66.0,58.0,45.0,63.0,62.0
16120,Alex Hunt,1476,1,42.0,42.0,39.0,64.0,39.0,63.0,48.0,39.0,62.0,61.0,64.0,60.0,63.0,39.0,42.0,44.0,42.0,43.0,45.0,45.0,53.0
16121,Alexis Rodríguez,1728,1,53.0,70.0,45.0,64.0,44.0,68.0,40.0,46.0,58.0,70.0,73.0,74.0,79.0,59.0,60.0,60.0,48.0,68.0,49.0,53.0,47.0
16122,André Oliveira Silva,1602,0,63.0,62.0,57.0,55.0,53.0,70.0,47.0,34.0,39.0,67.0,76.0,74.0,80.0,59.0,54.0,40.0,20.0,61.0,59.0,17.0,17.0
16123,Artem Dovbyk,1494,0,39.0,63.0,54.0,54.0,51.0,63.0,44.0,35.0,36.0,61.0,68.0,73.0,58.0,62.0,51.0,64.0,19.0,57.0,53.0,19.0,13.0
16126,Bruno Miguel Carapeto dos Reis,1605,1,50.0,36.0,59.0,70.0,47.0,58.0,46.0,41.0,68.0,60.0,64.0,68.0,65.0,64.0,42.0,63.0,51.0,60.0,47.0,52.0,51.0
16127,Bryan De Jesús,1425,1,51.0,68.0,56.0,54.0,48.0,62.0,46.0,37.0,32.0,53.0,68.0,68.0,62.0,39.0,61.0,29.0,19.0,51.0,65.0,15.0,18.0
16128,Carlos Heredia Fontana,1497,0,51.0,51.0,30.0,49.0,50.0,60.0,66.0,67.0,48.0,60.0,79.0,79.0,75.0,52.0,56.0,31.0,24.0,48.0,54.0,40.0,38.0
16129,Cerruti Siya,1668,0,59.0,31.0,58.0,64.0,33.0,59.0,37.0,35.0,62.0,62.0,75.0,75.0,69.0,60.0,45.0,68.0,58.0,53.0,45.0,64.0,56.0
16130,Ciaron Brown,1508,0,53.0,36.0,54.0,50.0,34.0,50.0,40.0,38.0,48.0,56.0,62.0,62.0,61.0,54.0,45.0,61.0,53.0,43.0,37.0,59.0,56.0
16131,Ema Twumasi,1394,1,52.0,54.0,36.0,48.0,46.0,69.0,49.0,49.0,42.0,61.0,63.0,67.0,63.0,34.0,45.0,35.0,26.0,49.0,53.0,27.0,22.0
16132,Emil Pálsson,1609,1,44.0,52.0,58.0,65.0,33.0,55.0,47.0,39.0,63.0,58.0,66.0,64.0,54.0,66.0,46.0,69.0,58.0,48.0,42.0,57.0,54.0
16133,Eric Dick,1003,1,9.0,10.0,20.0,30.0,10.0,10.0,14.0,11.0,34.0,10.0,40.0,30.0,32.0,25.0,10.0,35.0,12.0,5.0,11.0,25.0,20.0
16134,Fahad Al Rashidi,1486,1,54.0,48.0,46.0,46.0,48.0,62.0,61.0,41.0,43.0,60.0,66.0,68.0,63.0,58.0,39.0,48.0,32.0,48.0,53.0,31.0,25.0
16135,František Plach,1065,0,15.0,9.0,14.0,24.0,7.0,10.0,12.0,10.0,23.0,18.0,32.0,23.0,39.0,19.0,8.0,28.0,8.0,9.0,10.0,23.0,15.0
16136,Gaute Vetti,1568,1,48.0,44.0,47.0,62.0,47.0,59.0,48.0,40.0,57.0,62.0,64.0,59.0,63.0,73.0,40.0,46.0,48.0,62.0,48.0,49.0,48.0
16137,Ghazi Ayadi,1828,1,53.0,59.0,61.0,66.0,54.0,64.0,47.0,61.0,65.0,66.0,71.0,68.0,65.0,77.0,67.0,71.0,65.0,55.0,66.0,65.0,61.0
16138,Graham Smith,1448,1,23.0,22.0,61.0,58.0,28.0,55.0,28.0,33.0,55.0,56.0,62.0,67.0,52.0,57.0,23.0,63.0,60.0,27.0,34.0,64.0,61.0
16139,Harrison Delbridge,1459,0,21.0,24.0,66.0,60.0,20.0,39.0,20.0,26.0,43.0,49.0,58.0,63.0,61.0,83.0,36.0,93.0,57.0,25.0,33.0,60.0,61.0
16140,Henry Woods,1556,1,49.0,40.0,49.0,55.0,31.0,54.0,58.0,37.0,46.0,48.0,69.0,67.0,51.0,67.0,59.0,56.0,48.0,57.0,35.0,47.0,41.0
16141,Hideki Ishige,1662,1,57.0,49.0,38.0,61.0,50.0,66.0,67.0,66.0,55.0,68.0,66.0,65.0,72.0,62.0,64.0,55.0,36.0,61.0,53.0,47.0,30.0
16142,Ibrahim Chenihi,1681,0,59.0,56.0,59.0,67.0,50.0,71.0,60.0,57.0,64.0,68.0,74.0,73.0,82.0,66.0,48.0,50.0,35.0,61.0,61.0,40.0,39.0
16143,Jack Lambert,1406,1,51.0,33.0,44.0,54.0,39.0,53.0,40.0,42.0,49.0,48.0,62.0,63.0,58.0,49.0,32.0,51.0,37.0,53.0,45.0,42.0,50.0
16144,Jason Beaulieu,773,1,16.0,4.0,12.0,20.0,8.0,6.0,15.0,12.0,22.0,11.0,20.0,20.0,18.0,16.0,8.0,16.0,14.0,4.0,17.0,14.0,16.0
16145,Ji Hyeok Yun,1253,1,29.0,24.0,54.0,41.0,24.0,24.0,21.0,26.0,27.0,39.0,52.0,61.0,39.0,61.0,18.0,61.0,53.0,28.0,36.0,54.0,51.0
16146,Johan Caballero,1568,1,58.0,51.0,43.0,61.0,36.0,60.0,35.0,37.0,55.0,63.0,72.0,74.0,74.0,67.0,43.0,54.0,40.0,62.0,44.0,39.0,31.0
16147,Jorge Graví,1483,1,56.0,51.0,49.0,62.0,32.0,59.0,39.0,37.0,60.0,66.0,62.0,64.0,52.0,55.0,33.0,48.0,35.0,58.0,47.0,42.0,43.0
16148,José Hernández,1638,0,62.0,36.0,52.0,56.0,49.0,56.0,63.0,34.0,53.0,58.0,71.0,73.0,67.0,66.0,38.0,67.0,56.0,42.0,41.0,60.0,64.0
16149,Juan Camilo Salazar,1510,1,59.0,46.0,31.0,62.0,50.0,72.0,42.0,34.0,48.0,65.0,77.0,72.0,74.0,53.0,32.0,41.0,24.0,63.0,49.0,25.0,29.0
16150,Juan Felipe Aguirre,1498,0,47.0,36.0,54.0,52.0,25.0,53.0,31.0,27.0,38.0,51.0,66.0,65.0,53.0,74.0,31.0,57.0,62.0,37.0,31.0,66.0,60.0
16151,Juan Ignacio Méndez,1844,1,59.0,55.0,61.0,71.0,55.0,69.0,59.0,55.0,67.0,69.0,70.0,72.0,70.0,67.0,55.0,67.0,59.0,67.0,55.0,63.0,65.0
16152,Junior Ogedi-Uzokwe,1575,1,51.0,61.0,46.0,52.0,51.0,57.0,53.0,33.0,41.0,58.0,87.0,87.0,83.0,65.0,55.0,57.0,19.0,65.0,57.0,29.0,21.0
16153,Kai Brünker,1505,1,30.0,61.0,69.0,51.0,54.0,51.0,38.0,32.0,45.0,52.0,73.0,79.0,58.0,77.0,54.0,63.0,16.0,63.0,59.0,14.0,12.0
16154,Ken Krolicki,1606,1,49.0,31.0,44.0,70.0,33.0,63.0,52.0,34.0,59.0,66.0,68.0,63.0,83.0,80.0,36.0,71.0,58.0,31.0,45.0,60.0,43.0
16155,Kevin Aladesanmi,1416,0,38.0,60.0,56.0,51.0,37.0,53.0,36.0,33.0,40.0,53.0,73.0,72.0,59.0,65.0,47.0,36.0,34.0,62.0,60.0,22.0,24.0
16156,Kirill Kolesnichenko,1480,0,53.0,54.0,41.0,53.0,47.0,64.0,53.0,49.0,53.0,63.0,75.0,76.0,74.0,53.0,45.0,31.0,23.0,54.0,54.0,32.0,34.0
16157,Luis Argudo,1737,1,64.0,57.0,44.0,66.0,50.0,64.0,63.0,62.0,58.0,65.0,69.0,72.0,75.0,65.0,51.0,58.0,58.0,63.0,60.0,46.0,47.0
16158,Luis Gamíz,1421,1,48.0,40.0,59.0,58.0,37.0,60.0,48.0,45.0,55.0,59.0,32.0,33.0,51.0,31.0,35.0,58.0,55.0,34.0,51.0,54.0,61.0
16159,Marco Hausjell,1544,1,62.0,62.0,28.0,57.0,60.0,63.0,47.0,42.0,52.0,61.0,76.0,72.0,73.0,62.0,63.0,30.0,20.0,58.0,46.0,23.0,24.0
16160,Michael Collins,1306,0,29.0,30.0,56.0,37.0,25.0,35.0,34.0,28.0,30.0,39.0,64.0,64.0,63.0,61.0,21.0,53.0,59.0,30.0,24.0,54.0,52.0
16161,Moudi Najjar,1302,0,29.0,55.0,53.0,48.0,30.0,52.0,30.0,33.0,28.0,52.0,68.0,66.0,63.0,54.0,49.0,42.0,11.0,48.0,56.0,15.0,19.0
16162,Moussa Guel,1459,1,54.0,56.0,35.0,48.0,49.0,63.0,47.0,42.0,44.0,57.0,82.0,81.0,80.0,49.0,42.0,34.0,24.0,55.0,61.0,25.0,24.0
16163,Nicolás Thaller,1442,1,40.0,29.0,68.0,60.0,37.0,45.0,35.0,36.0,48.0,52.0,51.0,52.0,45.0,64.0,20.0,65.0,61.0,33.0,37.0,67.0,61.0
16164,Owen Otasowie,1468,1,37.0,39.0,53.0,55.0,34.0,50.0,35.0,38.0,51.0,54.0,63.0,64.0,58.0,56.0,45.0,59.0,51.0,46.0,43.0,52.0,51.0
16165,Pacifique Niyongabire,1420,1,43.0,44.0,38.0,43.0,35.0,65.0,42.0,41.0,44.0,61.0,84.0,88.0,72.0,38.0,39.0,41.0,25.0,43.0,46.0,32.0,39.0
16166,Rei Hirakawa,1541,1,41.0,48.0,45.0,67.0,47.0,61.0,46.0,51.0,59.0,64.0,69.0,68.0,67.0,51.0,36.0,35.0,36.0,60.0,42.0,46.0,41.0
16167,Sebastián Gómez,1720,0,40.0,51.0,43.0,72.0,34.0,63.0,38.0,38.0,66.0,66.0,62.0,63.0,66.0,79.0,69.0,60.0,60.0,52.0,54.0,65.0,59.0
16168,Taylor Curran,1236,0,20.0,20.0,52.0,38.0,20.0,30.0,28.0,23.0,33.0,41.0,52.0,55.0,44.0,54.0,18.0,55.0,51.0,22.0,38.0,58.0,55.0
16169,Terence Baya,1687,0,60.0,39.0,56.0,58.0,40.0,58.0,50.0,51.0,53.0,57.0,79.0,82.0,67.0,68.0,45.0,60.0,59.0,52.0,47.0,60.0,64.0
16170,Thaar Al Otaibi,1404,1,54.0,50.0,34.0,47.0,39.0,63.0,59.0,47.0,38.0,57.0,67.0,66.0,68.0,49.0,41.0,32.0,31.0,47.0,47.0,24.0,19.0
16171,Trova Boni,1452,1,34.0,31.0,55.0,61.0,31.0,48.0,39.0,32.0,55.0,58.0,61.0,53.0,54.0,54.0,33.0,64.0,47.0,34.0,37.0,65.0,61.0
16172,Valerian Gvilia,1797,1,70.0,66.0,55.0,71.0,52.0,67.0,69.0,68.0,70.0,70.0,65.0,64.0,74.0,74.0,63.0,59.0,42.0,64.0,58.0,42.0,42.0
16173,Walter Scott,1407,1,50.0,21.0,48.0,52.0,29.0,51.0,27.0,30.0,50.0,45.0,77.0,72.0,66.0,56.0,20.0,50.0,52.0,46.0,38.0,54.0,55.0
16174,Wessam Abou Ali,1466,1,48.0,66.0,49.0,46.0,44.0,68.0,46.0,35.0,29.0,66.0,80.0,71.0,76.0,64.0,55.0,51.0,13.0,63.0,50.0,11.0,16.0
16175,Abdullah Majrashi,1545,1,46.0,39.0,48.0,63.0,43.0,60.0,40.0,44.0,59.0,61.0,62.0,63.0,68.0,62.0,43.0,43.0,59.0,39.0,45.0,57.0,54.0
16176,Adam Crookes,1516,0,46.0,32.0,51.0,54.0,31.0,51.0,34.0,37.0,49.0,53.0,77.0,75.0,63.0,71.0,27.0,56.0,53.0,39.0,46.0,59.0,57.0
16177,Alexander Meyer,970,1,13.0,8.0,11.0,31.0,6.0,17.0,12.0,10.0,29.0,19.0,24.0,27.0,22.0,19.0,9.0,22.0,8.0,7.0,12.0,10.0,9.0
16178,Alexis André Jr,966,1,10.0,8.0,13.0,28.0,8.0,12.0,15.0,12.0,29.0,15.0,54.0,48.0,42.0,27.0,6.0,25.0,10.0,7.0,19.0,8.0,15.0
16179,Ali Al Asmari,1680,1,47.0,53.0,49.0,62.0,55.0,60.0,49.0,53.0,58.0,64.0,68.0,67.0,62.0,72.0,57.0,52.0,57.0,54.0,53.0,53.0,54.0
16180,Andrea Dini,962,1,14.0,7.0,12.0,15.0,7.0,8.0,13.0,10.0,23.0,14.0,30.0,27.0,36.0,20.0,8.0,25.0,11.0,5.0,18.0,11.0,13.0
16181,Andrés Lioi,1692,1,62.0,63.0,45.0,66.0,53.0,68.0,53.0,47.0,58.0,66.0,71.0,69.0,70.0,71.0,43.0,48.0,58.0,58.0,53.0,52.0,58.0
16182,Antonio Bareiro,1698,1,63.0,65.0,36.0,63.0,59.0,71.0,52.0,59.0,67.0,64.0,84.0,81.0,80.0,90.0,44.0,55.0,40.0,66.0,40.0,39.0,35.0
16183,Boyang Su,1009,1,10.0,9.0,15.0,20.0,7.0,10.0,11.0,10.0,23.0,17.0,29.0,36.0,36.0,20.0,7.0,34.0,8.0,6.0,16.0,10.0,10.0
16184,Bram Verbong,914,1,14.0,5.0,10.0,20.0,9.0,6.0,11.0,12.0,25.0,12.0,28.0,24.0,37.0,18.0,5.0,23.0,9.0,4.0,17.0,14.0,12.0
16185,Cameron Gregory,1011,1,14.0,14.0,19.0,23.0,13.0,12.0,18.0,11.0,22.0,20.0,38.0,42.0,41.0,35.0,16.0,31.0,15.0,12.0,24.0,17.0,18.0
16186,Carlos Moros Gracia,1478,1,27.0,30.0,53.0,61.0,27.0,51.0,28.0,26.0,58.0,57.0,62.0,64.0,61.0,55.0,24.0,81.0,64.0,36.0,39.0,60.0,57.0
16187,Charlie Andrew,847,1,12.0,6.0,10.0,27.0,8.0,7.0,12.0,13.0,15.0,14.0,21.0,16.0,35.0,17.0,9.0,19.0,8.0,7.0,18.0,11.0,14.0
16188,Chenglong Li,1365,1,45.0,28.0,40.0,35.0,27.0,46.0,39.0,29.0,31.0,40.0,71.0,81.0,77.0,59.0,30.0,54.0,49.0,48.0,35.0,55.0,53.0
16189,Christian Alemán,1550,0,57.0,61.0,39.0,64.0,44.0,60.0,47.0,37.0,63.0,54.0,76.0,72.0,70.0,68.0,49.0,39.0,24.0,69.0,53.0,31.0,32.0
16190,Connor Metcalfe,1578,1,42.0,50.0,49.0,65.0,27.0,63.0,31.0,20.0,54.0,60.0,61.0,60.0,69.0,69.0,46.0,67.0,59.0,50.0,36.0,54.0,52.0
16191,Daniel Meredith,1530,1,45.0,37.0,66.0,55.0,35.0,52.0,36.0,30.0,52.0,56.0,65.0,62.0,61.0,61.0,36.0,58.0,62.0,48.0,44.0,63.0,64.0
16192,Dave Tarpey,1485,1,42.0,62.0,60.0,49.0,42.0,52.0,46.0,47.0,42.0,55.0,72.0,74.0,72.0,56.0,52.0,42.0,25.0,55.0,61.0,28.0,26.0
16193,Emilio Simonsen,1376,1,41.0,39.0,35.0,61.0,38.0,54.0,46.0,39.0,53.0,56.0,70.0,72.0,72.0,54.0,28.0,40.0,29.0,42.0,48.0,32.0,34.0
16194,Emmanuel Idem,963,1,10.0,6.0,14.0,20.0,9.0,12.0,13.0,12.0,16.0,18.0,39.0,40.0,56.0,30.0,9.0,22.0,11.0,7.0,19.0,13.0,13.0
16195,Fang Li,1362,1,45.0,28.0,42.0,30.0,26.0,54.0,33.0,27.0,25.0,32.0,70.0,55.0,85.0,63.0,29.0,50.0,52.0,47.0,37.0,61.0,55.0
16196,Francisco Grahl,1704,0,59.0,48.0,51.0,73.0,53.0,66.0,60.0,63.0,71.0,72.0,61.0,65.0,65.0,64.0,44.0,48.0,51.0,52.0,60.0,54.0,53.0
16197,Franco Torgnascioli,940,0,14.0,9.0,12.0,18.0,5.0,5.0,10.0,13.0,24.0,11.0,24.0,32.0,36.0,24.0,6.0,27.0,13.0,8.0,14.0,10.0,10.0
16198,Gonzalo Pereira Cejudo,1458,1,40.0,26.0,60.0,52.0,33.0,42.0,31.0,32.0,47.0,53.0,58.0,57.0,49.0,63.0,37.0,61.0,60.0,32.0,40.0,70.0,65.0
